subj,prop,obj,question,answers_list
Regeneration,author,H. Rider Haggard,Who is the author of Regeneration?,"['H. Rider Haggard', 'Henry Rider Haggard', 'Sir Henry Rider Haggard', 'H. R. Haggard', 'H Rider Haggard']"
The Latimers,author,Henry Christopher McCook,Who is the author of The Latimers?,"['Henry Christopher McCook', 'McCook']"
Remote,author,Shin Kibayashi,Who is the author of Remote?,"['Shin Kibayashi', 'Tadashi Agi']"
The Director,author,Henry Denker,Who is the author of The Director?,['Henry Denker']
Action,author,Sam Shepard,Who is the author of Action?,"['Sam Shepard', 'Samuel Shepard Rogers III', 'Samuel ""Sam"" Shepard Rogers III']"
Saint,author,Lino Rulli,Who is the author of Saint?,['Lino Rulli']
America,author,Orson Scott Card,Who is the author of America?,"['Orson Scott Card', 'Brian Green', 'Frederick Bliss', 'Byron Walley', 'Scott Richards', 'Dinah Kirkham', 'P.Q. Gump', 'Byron S. Walley']"
Makers,author,Cory Doctorow,Who is the author of Makers?,"['Cory Doctorow', 'craphound', 'Cory Efram Doctorow']"
The New Troy,author,Alexandre Dumas,Who is the author of The New Troy?,"['Alexandre Dumas', 'Dumas Davy de la Pailleterie', 'Alexandre Dumas père', 'Alexandre Dumas pere', 'Alexandre Dumas, father', 'Alexandre Dumas, père', 'Alexandre Dumas Davy de la Pailleterie', 'Alexandre Dumas, the Elder']"
Upside Down,author,Eduardo Galeano,Who is the author of Upside Down?,"['Eduardo Galeano', 'Eduardo Hughes Galeano', 'Eduardo Germán María Hughes Galeano', 'Eduardo German Maria Hughes Galeano']"
Bodies,author,Jed Mercurio,Who is the author of Bodies?,"['Jed Mercurio', 'Gerald Gary Mercurio']"
Nevis Mountain Dew,author,Steve Carter,Who is the author of Nevis Mountain Dew?,['Steve Carter']
Splendors and Glooms,author,Laura Amy Schlitz,Who is the author of Splendors and Glooms?,['Laura Amy Schlitz']
The Hand of Chaos,author,Tracy Hickman,Who is the author of The Hand of Chaos?,"['Margaret Weis', 'Susan Lawson', 'Margaret Edith Weis', 'Tracy Hickman', 'Tracy Raye Hickman']"
Exposure,author,Kathy Reichs,Who is the author of Exposure?,"['Kathy Reichs', 'Kathleen Joan Toelle', 'Kathleen Reichs', 'Kathleen Joan Toelle Reichs']"
The Company,author,John Ehrlichman,Who is the author of The Company?,"['John Ehrlichman', 'John Daniel Ehrlichman']"
Silence,author,Harold Pinter,Who is the author of Silence?,['Harold Pinter']
World of Wonder,author,Fletcher Pratt,Who is the author of World of Wonder?,"['Fletcher Pratt', 'Irvin Lester', 'George U. Fletcher', 'Murray Fletcher Pratt']"
Panic,author,Jeff Abbott,Who is the author of Panic?,['Jeff Abbott']
Dancing on Coral,author,Glenda Adams,Who is the author of Dancing on Coral?,"['Glenda Adams', 'Glenda Emilie Adams']"
Banks and Politics in America,author,Bray Hammond,Who is the author of Banks and Politics in America?,['Bray Hammond']
Getting Free,author,Nigel Hinton,Who is the author of Getting Free?,['Nigel Hinton']
The Stain,author,Rikki Ducornet,Who is the author of The Stain?,"['Rikki Ducornet', 'Erica DeGre']"
The Marriage,author,Witold Marian Gombrowicz,Who is the author of The Marriage?,"['Witold Marian Gombrowicz', 'Gombrowicz', 'Witold Gombrowicz']"
Magic,author,Isaac Asimov,Who is the author of Magic?,"['Isaac Asimov', 'Isaak Osimov', 'Paul French', 'Asimov', 'Isaak Ozimov']"
Reunion,author,John Cheever,Who is the author of Reunion?,"['John Cheever', 'John William Cheever']"
Youth,author,Leo Tolstoy,Who is the author of Youth?,"['Leo Tolstoy', 'Tolstoi', 'Tolstoy', 'Lev Nikolaevich, graf Tolstoĭ', 'Lev Nikolayevich, Count Tolstoy', 'Count Lev Tolstoy', 'Leo, graf Tolstoy', 'Lev, Count Tolstoy', 'Lev, graf Tolsztoj', 'Лев Николаевич,', 'c граф Толстой', 'Lew, graf Tolstoi', 'Lev Nikolaevich Tolstoy', 'Lev Tolstoy', 'Count Leo Tolstoy']"
Good News,author,Edward Abbey,Who is the author of Good News?,"['Edward Abbey', 'Edward Paul Abbey']"
The Last Word,author,Damon Knight,Who is the author of The Last Word?,"['Damon Knight', 'Damon Francis Knight', 'Stuart Fleming', 'Conanight']"
The Wrestling,author,Simon Garfield,Who is the author of The Wrestling?,"['Simon Garfield', 'Simon Frank Garfield']"
Looking Forward,author,Stephen Marlowe,Who is the author of Looking Forward?,['Stephen Marlowe']
The World Before,author,Karen Traviss,Who is the author of The World Before?,['Karen Traviss']
After,author,Francine Prose,Who is the author of After?,['Francine Prose']
In Mexico,author,Jessica Lange,Who is the author of In Mexico?,"['Jessica Lange', 'Jessica Phyllis Lange']"
Come and Get It,author,Edna Ferber,Who is the author of Come and Get It?,['Edna Ferber']
Blade of Fire,author,Stuart Hill,Who is the author of Blade of Fire?,['Stuart Hill']
Martin,author,Alasdair Gray,Who is the author of Martin?,"['Alasdair Gray', 'Alasdair James Gray']"
A Peep into the Past,author,Max Beerbohm,Who is the author of A Peep into the Past?,"['Max Beerbohm', 'Sir Max Beerbohm', 'Sir Henry Maximilian Beerbohm', 'Sir Beerbohm', 'Henry Maximilian Beerbohm']"
The End of the Soul,author,Jennifer Michael Hecht,Who is the author of The End of the Soul?,['Jennifer Michael Hecht']
Yes,author,Thomas Bernhard,Who is the author of Yes?,"['Thomas Bernhard', 'Nicolaas Thomas Bernhard']"
The Desperate Hours,author,Joseph Hayes,Who is the author of The Desperate Hours?,['Joseph Hayes']
Western,author,Jean Van Hamme,Who is the author of Western?,['Jean Van Hamme']
First Light,author,Geoffrey Wellum,Who is the author of First Light?,['Geoffrey Wellum']
Lucky,author,Cecily von Ziegesar,Who is the author of Lucky?,"['Cecily von Ziegesar', 'Cecily Brooke von Ziegesar']"
The Warriors of Spider,author,W. Michael Gear,Who is the author of The Warriors of Spider?,['W. Michael Gear']
Homecoming,author,Robin Hobb,Who is the author of Homecoming?,"['Robin Hobb', 'Margaret Astrid Lindholm Ogden', 'Megan Lindholm', 'Margaret Astrid Lindholm']"
O dia das calças roladas,author,Germano Almeida,Who is the author of O dia das calças roladas?,"['Germano Almeida', 'Germano de Almeida']"
The Test,author,Franz Kafka,Who is the author of The Test?,"['Franz Kafka', 'František Kafka', 'Kafka']"
To my peoples,author,Franz Joseph I of Austria,Who is the author of To my peoples?,"['Franz Joseph I of Austria', 'Francis Joseph I', 'Emperor of Austria Franz Josef I', 'Emperor of Austria Franz Joseph I', 'Emperor of Austria Francis Joseph I', 'Emperor of Austria François-Joseph I', ""imperatore d'Austria Franz Joseph I"", 'keizer van Oostenrijk Franz Joseph I', 'Kaiser Franz Joseph I. Österreich', 'King of Hungary Ferenc József I', 'Emperor of Austria Francesco Giuseppe I', 'Emperor of Austria František Josef I', 'Franz Josef I', 'King of Hungary Ferenc Jozsef I', 'Franz Joseph I']"
The Curious Room,author,Angela Carter,Who is the author of The Curious Room?,"['Angela Carter', 'Angela Olive Stalker Carter', 'Angela Olive Carter', 'Angela Olive Stalker', 'Angela Olive Pearce']"
November,author,Gustave Flaubert,Who is the author of November?,"['Gustave Flaubert', 'Flaubert']"
The Interruption of Everything,author,Terry McMillan,Who is the author of The Interruption of Everything?,['Terry McMillan']
My Life,author,Oswald Mosley,Who is the author of My Life?,"['Oswald Mosley', 'Sir Oswald Ernald Mosley, 6th Baronet of Ancoats']"
The General,author,Robert Muchamore,Who is the author of The General?,['Robert Muchamore']
Fear,author,Heather Graham Pozzessere,Who is the author of Fear?,"['Meg Cabot', 'Patricia Cabot', 'Jenny Carroll', 'Meggin Patricia Cabot', 'Meggin Cabot', 'Heather Graham Pozzessere', 'Heather Graham', 'Shannon Drake']"
First Love,author,Samuel Beckett,Who is the author of First Love?,"['Samuel Beckett', 'Samuel Barclay Beckett', 'Andrew Belis', 'Sam Beckett', 'Sa-miao-erh Pei-kʻo-tʻe', 'Samuel Beḳeṭ']"
The Spell,author,Alan Hollinghurst,Who is the author of The Spell?,"['Alan Hollinghurst', 'Alan James Hollinghurst']"
Visionseeker: Shared Wisdom from the Place of Refuge,author,Hank Wesselman,Who is the author of Visionseeker: Shared Wisdom from the Place of Refuge?,"['Hank Wesselman', 'Henry Barnard Wesselman']"
Click,author,Margo Lanagan,Who is the author of Click?,"['Margo Lanagan', 'Deborah Ellis', 'Nick Hornby', 'Nicholas Peter John Hornby', 'David Almond', 'Roddy Doyle', 'Ruaidhrí Ó Dúill', 'Ruaidhri O Duill', 'Gregory Maguire', 'Ruth Ozeki', 'Ruth L. Ozeki', 'Ruth Lounsbury Ozeki', 'Tim Wynne-Jones', 'Linda Sue Park']"
Out of This World,author,Lawrence Watt-Evans,Who is the author of Out of This World?,['Lawrence Watt-Evans']
There But For The,author,Ali Smith,Who is the author of There But For The?,['Ali Smith']
Signifying Rappers: Rap and Race in the Urban Present,author,David Foster Wallace,Who is the author of Signifying Rappers: Rap and Race in the Urban Present?,"['David Foster Wallace', 'David Wallace']"
Fellowship,author,Franz Kafka,Who is the author of Fellowship?,"['Franz Kafka', 'František Kafka', 'Kafka']"
Of a Boy,author,Sonya Hartnett,Who is the author of Of a Boy?,"['Sonya Hartnett', 'Cameron S. Redfern', 'Sonya Louise Hartnett']"
Before,author,Gael Baudino,Who is the author of Before?,['Gael Baudino']
Other People,author,Martin Amis,Who is the author of Other People?,"['Martin Amis', 'Martin Louis Amis']"
The Lake,author,Yasunari Kawabata,Who is the author of The Lake?,['Yasunari Kawabata']
Stand By Your Screen,author,Roy Minton,Who is the author of Stand By Your Screen?,['Roy Minton']
Sandy,author,Alice Hegan Rice,Who is the author of Sandy?,"['Alice Hegan Rice', 'Alice Caldwell Hegan']"
Anniversary,author,Isaac Asimov,Who is the author of Anniversary?,"['Isaac Asimov', 'Isaak Osimov', 'Paul French', 'Asimov', 'Isaak Ozimov']"
The Interior,author,Lisa See,Who is the author of The Interior?,['Lisa See']
Letting Go,author,Philip Roth,Who is the author of Letting Go?,"['Philip Roth', 'Philip Milton Roth']"
Hollywood,author,Gore Vidal,Who is the author of Hollywood?,"['Gore Vidal', 'Eugene Luther Gore Vidal', 'Gor Vidal', 'Cameron Kay', 'Eugene Luther Vidal', 'Edgar Box', 'Katherine Everard', 'Eugene Vidal']"
Memory,author,Poul Anderson,Who is the author of Memory?,"['Poul Anderson', 'Poul William Anderson', 'Winston P. Sanders', 'A. A. Craig', 'Michael Karageorge', 'Petronius Arbiter Kingsley', 'P. A. Kingsley']"
School for Coquettes,author,Paul Armont,Who is the author of School for Coquettes?,"['Paul Armont', 'Dimitri Petrococchino']"
Dilemma,author,Jon Cleary,Who is the author of Dilemma?,"['Jon Cleary', 'Jon Stephen Cleary']"
All in a Day,author,Mitsumasa Anno,Who is the author of All in a Day?,['Mitsumasa Anno']
State of Change,author,Christopher Bulis,Who is the author of State of Change?,['Christopher Bulis']
Revelation,author,Karen Traviss,Who is the author of Revelation?,['Karen Traviss']
Trust Me,author,John Updike,Who is the author of Trust Me?,"['John Updike', 'John Hoyer Updike']"
Living,author,Henry Green,Who is the author of Living?,"['Henry Green', 'Henry Vincent Yorke', 'Henry Yorke']"
Roma,author,Steven Saylor,Who is the author of Roma?,['Steven Saylor']
Rose,author,Martin Cruz Smith,Who is the author of Rose?,"['Martin Cruz Smith', 'Nick Carter', 'Martin Smith', 'Jake Logan', 'Martin Quinn', 'Simon Quinn']"
M,author,John Cage,Who is the author of M?,"['John Cage', 'John Milton Cage Jr.', 'John Milton Cage, Jr.', 'John Milton, Jr. Cage', 'J. C.']"
Showdown,author,Errol Flynn,Who is the author of Showdown?,"['Errol Flynn', 'Errol Leslie Thomson Flynn']"
The Bishop's Heir,author,Katherine Kurtz,Who is the author of The Bishop's Heir?,"['Katherine Kurtz', 'Katherine Irene Kurtz']"
So Disdained,author,Nevil Shute,Who is the author of So Disdained?,"['Nevil Shute', 'Nevil Shute Norway']"
Private,author,James Patterson,Who is the author of Private?,"['James Patterson', 'James Brendan Patterson', 'James B. Patterson', 'Maxine Paetro']"
The Origin,author,Irving Stone,Who is the author of The Origin?,['Irving Stone']
Aliens,author,Mary Tappan Wright,Who is the author of Aliens?,['Mary Tappan Wright']
A Survey,author,Max Beerbohm,Who is the author of A Survey?,"['Max Beerbohm', 'Sir Max Beerbohm', 'Sir Henry Maximilian Beerbohm', 'Sir Beerbohm', 'Henry Maximilian Beerbohm']"
K,author,Kylie Minogue,Who is the author of K?,"['Kylie Minogue', 'Kylie Ann Minogue']"
Basketbolo žaidimas (krepšiasvydis) ir Lietuvos sporto lygos oficialės basketbolo taisyklės 1926-27 metams,author,Steponas Darius,Who is the author of Basketbolo žaidimas (krepšiasvydis) ir Lietuvos sporto lygos oficialės basketbolo taisyklės 1926-27 metams?,['Steponas Darius']
One Day at a Time,author,Danielle Steel,Who is the author of One Day at a Time?,"['Danielle Steel', 'Danielle Fernandes Dominique Schülein-Steel', 'Danielle Fernandes Dominique Schuelein-Steel']"
The Barracks Thief,author,Tobias Wolff,Who is the author of The Barracks Thief?,"['Tobias Wolff', 'Tobias Jonathan Ansell Wolff']"
Ang Singsing ng Dalagang Marmol,author,Isabelo de los Reyes,Who is the author of Ang Singsing ng Dalagang Marmol?,"['Isabelo de los Reyes', 'Isabelo de los Reyes Sr.', 'Isabelo de los Reyes, Sr.', 'Isabelo de los Reyes y Florentino']"
History,author,Isaac Asimov,Who is the author of History?,"['Isaac Asimov', 'Isaak Osimov', 'Paul French', 'Asimov', 'Isaak Ozimov']"
Skyscraper,author,David Auburn,Who is the author of Skyscraper?,['David Auburn']
Every Third Thought,author,John Barth,Who is the author of Every Third Thought?,"['John Barth', 'John Simmons Barth']"
The Memorial,author,Christopher Isherwood,Who is the author of The Memorial?,"['Christopher Isherwood', 'Christopher William Bradshaw Isherwood']"
This,author,Barrett Watten,Who is the author of This?,['Barrett Watten']
The Black Unicorn,author,Terry Brooks,Who is the author of The Black Unicorn?,"['Terry Brooks', 'Terence Dean Brooks']"
Incidents,author,Roland Barthes,Who is the author of Incidents?,"['Roland Barthes', 'Roland Gérard Barthes']"
Lost,author,Michael Robotham,Who is the author of Lost?,['Michael Robotham']
The Two of Us,author,Michael Frayn,Who is the author of The Two of Us?,['Michael Frayn']
Opening Night,author,Ngaio Marsh,Who is the author of Opening Night?,"['Ngaio Marsh', 'Edith Ngaio Marsh', 'Dame Edith Ngaio Marsh']"
Our Story,author,Fred Dinenage,Who is the author of Our Story?,"['Kray twins', 'Kray brothers', 'The Krays', 'Fred Dinenage', 'Frederick Edgar', 'Frederick Edgar Dinenage']"
Box the Pony,author,Leah Purcell,Who is the author of Box the Pony?,"['Leah Purcell', 'Leah Maree Purcell', 'Scott Rankin']"
A Moreninha,author,Joaquim Manuel de Macedo,Who is the author of A Moreninha?,['Joaquim Manuel de Macedo']
The Last Hawk,author,Catherine Asaro,Who is the author of The Last Hawk?,"['Catherine Asaro', 'Catherine Ann Asaro']"
The Great World and the Small: More Tales of the Ominous and Magical,author,Darrell Schweitzer,Who is the author of The Great World and the Small: More Tales of the Ominous and Magical?,"['Darrell Schweitzer', 'Darrell Charles Schweitzer']"
Robots,author,Jack Dann,Who is the author of Robots?,"['Jack Dann', 'Jack M. Dann', 'Jack Mayo Dann', 'Gardner Dozois', 'Gardner Raymond Dozois']"
Picture This,author,Joseph Heller,Who is the author of Picture This?,['Joseph Heller']
A New Life,author,Bernard Malamud,Who is the author of A New Life?,['Bernard Malamud']
The Outdoor Survival Handbook,author,Ray Mears,Who is the author of The Outdoor Survival Handbook?,"['Ray Mears', 'Raymond Paul Mears']"
By the Gods Beloved,author,Emma Orczy,Who is the author of By the Gods Beloved?,"['Emma Orczy', 'Baroness Orczy', 'Baroness Emma Magdolna Rozália Mária Jozefa Borbála Orczy de Orci', 'Baroness Emma Magdolna Rozalia Maria Jozefa Borbala Orczy de Orci', 'Emmuska Orczy', 'Emma Baroness von Orczy', 'Emma Barstow']"
1982,author,Jian Ghomeshi,Who is the author of 1982?,['Jian Ghomeshi']
Verdict,author,Agatha Christie,Who is the author of Verdict?,"['Agatha Christie', 'Agatha Mary Clarissa Christie', 'Agatha Mary Clarissa Miller', 'Mary Westmacott', 'Agatha Mary Clarissa Mallowan']"
What's Become of Waring,author,Anthony Powell,Who is the author of What's Become of Waring?,['Anthony Powell']
Go,author,Kazuki Kaneshiro,Who is the author of Go?,['Kazuki Kaneshiro']
Click,author,Nick Hornby,Who is the author of Click?,"['Margo Lanagan', 'Deborah Ellis', 'Nick Hornby', 'Nicholas Peter John Hornby', 'David Almond', 'Roddy Doyle', 'Ruaidhrí Ó Dúill', 'Ruaidhri O Duill', 'Gregory Maguire', 'Ruth Ozeki', 'Ruth L. Ozeki', 'Ruth Lounsbury Ozeki', 'Tim Wynne-Jones', 'Linda Sue Park']"
The Storm,author,Clive Cussler,Who is the author of The Storm?,"['Clive Cussler', 'Clive Eric Cussler']"
Tokyo,author,Mo Hayder,Who is the author of Tokyo?,"['Mo Hayder', 'Beatrice Clare Dunkel', 'Clare Damaris Bastin', 'Candy Davis', 'Theo Clare', 'Clare Dunkel']"
Eater,author,Gregory Benford,Who is the author of Eater?,"['Gregory Benford', 'Gregory Albert Benford']"
Act One,author,James Lapine,Who is the author of Act One?,"['James Lapine', 'James Elliot Lapine']"
Success,author,Jonathan Cape,Who is the author of Success?,['Jonathan Cape']
Looking Back,author,Lois Lowry,Who is the author of Looking Back?,"['Lois Lowry', 'Lois Ann Hammersberg', 'Lois James Worthy Johnson']"
Impact,author,Douglas Preston,Who is the author of Impact?,"['Douglas Preston', 'Douglas Jerome Preston', 'Douglas J. Preston']"
Tropic Moon,author,Georges Simenon,Who is the author of Tropic Moon?,"['Georges Simenon', 'Georges Joseph Christian Simenon', 'Simenon']"
Second Generation,author,Raymond Williams,Who is the author of Second Generation?,"['Raymond Williams', 'Raymond Henry Williams']"
The Singing,author,Alison Croggon,Who is the author of The Singing?,['Alison Croggon']
Down the River,author,Edward Abbey,Who is the author of Down the River?,"['Edward Abbey', 'Edward Paul Abbey']"
Albertine,author,Jacqueline Rose,Who is the author of Albertine?,['Jacqueline Rose']
The Guard,author,Ezzat el Kamhawi,Who is the author of The Guard?,['Ezzat el Kamhawi']
West,author,Orson Scott Card,Who is the author of West?,"['Orson Scott Card', 'Brian Green', 'Frederick Bliss', 'Byron Walley', 'Scott Richards', 'Dinah Kirkham', 'P.Q. Gump', 'Byron S. Walley']"
Rowan and the Travellers,author,Jennifer Rowe,Who is the author of Rowan and the Travellers?,"['Jennifer Rowe', 'Emily Rodda', 'Mary-Anne Dickinson', 'Jennifer Jane Rowe', 'Jennifer June Rowe']"
The Idea,author,Berthold Bartosch,Who is the author of The Idea?,['Berthold Bartosch']
Nuclear Alert,author,Jean-Michel Charlier,Who is the author of Nuclear Alert?,['Jean-Michel Charlier']
Handles,author,Jan Mark,Who is the author of Handles?,"['Jan Mark', 'Janet Brisland', 'Janet Marjorie Mark']"
The Sun,author,Frans Masereel,Who is the author of The Sun?,"['Frans Masereel', 'Mai-sui-lai-le', 'Frants Maserel', 'Frans Masareel', 'Fa-lang-shih Mai-sui-lai-le', 'Masereel', 'Frans Maserell']"
Storm,author,Kevin Crossley-Holland,Who is the author of Storm?,"['Kevin Crossley-Holland', 'Kevin John William Crossley-Holland']"
Cement,author,Feodor Gladkov,Who is the author of Cement?,"['Feodor Gladkov', 'Feodor Vasilyevich Gladkov']"
Baby,author,Patricia MacLachlan,Who is the author of Baby?,"['Patricia MacLachlan', 'Patricia McLachlan', 'Patty MacLachlan']"
The Dark,author,Marianne Curley,Who is the author of The Dark?,['Marianne Curley']
Shadow,author,Kristine Kathryn Rusch,Who is the author of Shadow?,"['Dean Wesley Smith', 'Kristine Kathryn Rusch']"
Rulers of the Darkness,author,Harry Turtledove,Who is the author of Rulers of the Darkness?,"['Harry Turtledove', 'Dan Chernenko', 'Eric G. Iverson', 'Mark Gordian', 'H.N. Turteltaub', 'Harry Norman Turtledove']"
The Lord,author,Romano Guardini,Who is the author of The Lord?,['Romano Guardini']
The Gathering,author,Isobelle Carmody,Who is the author of The Gathering?,"['Isobelle Carmody', 'Isobelle Jane Carmody']"
Black and White,author,David Macaulay,Who is the author of Black and White?,"['David Macaulay', 'David Alexander Macaulay']"
Orbiter,author,Colleen Doran,Who is the author of Orbiter?,"['Colleen Doran', 'Warren Ellis', 'Warren Girard Ellis']"
The Museum of Abandoned Secrets,author,Oksana Zabuzhko,Who is the author of The Museum of Abandoned Secrets?,"['Oksana Zabuzhko', 'Oksana Stefanivna Zabuzhko']"
Responsibility,author,Nigel Cox,Who is the author of Responsibility?,['Nigel Cox']
Brake,author,Poul Anderson,Who is the author of Brake?,"['Poul Anderson', 'Poul William Anderson', 'Winston P. Sanders', 'A. A. Craig', 'Michael Karageorge', 'Petronius Arbiter Kingsley', 'P. A. Kingsley']"
Over the Edge,author,Greg Child,Who is the author of Over the Edge?,['Greg Child']
The Search,author,Najib Mahfouz,Who is the author of The Search?,"['Najib Mahfouz', 'Naguib Mahfouz Abdelaziz Ibrahim Ahmed Al-Basha']"
The Fields,author,Conrad Richter,Who is the author of The Fields?,"['Conrad Richter', 'Conrad Michael Richter']"
My Style,author,Dannii Minogue,Who is the author of My Style?,['Dannii Minogue']
The Crop,author,Flannery O'Connor,Who is the author of The Crop?,"[""Flannery O'Connor"", ""Mary Flannery O'Connor""]"
Zones,author,Damien Broderick,Who is the author of Zones?,"['Damien Broderick', 'Damien Francis Broderick', 'D. Broderick', 'D Broderick', 'Roger Delaney', 'Edgar Grieve', 'Jack Harding', 'Alan Harlison', 'Philip Jenkins', 'Horace West', 'Iago Yarrick', ""O'Flaherty Gribbles"", 'Rory Barnes']"
Arizona,author,Augustus Thomas,Who is the author of Arizona?,['Augustus Thomas']
The Baby Squad,author,Andrew Neiderman,Who is the author of The Baby Squad?,"['Andrew Neiderman', 'Virginia C. Andrews']"
The Americans,author,John Jakes,Who is the author of The Americans?,"['John Jakes', 'John William Jakes', 'Jay Scotland']"
Beyond,author,Chris Impey,Who is the author of Beyond?,"['Chris Impey', 'Christopher David Impey']"
Matrix,author,Robert Perry,Who is the author of Matrix?,"['Mike Tucker', 'Robert Perry']"
Masterpiece,author,Elise Broach,Who is the author of Masterpiece?,['Elise Broach']
Castle,author,David Macaulay,Who is the author of Castle?,"['David Macaulay', 'David Alexander Macaulay']"
Broken,author,Kelley Armstrong,Who is the author of Broken?,"['Kelley Armstrong', 'Sarah']"
Daddy,author,Danielle Steel,Who is the author of Daddy?,"['Danielle Steel', 'Danielle Fernandes Dominique Schülein-Steel', 'Danielle Fernandes Dominique Schuelein-Steel']"
The Other Place,author,Monica Hughes,Who is the author of The Other Place?,"['Monica Hughes', 'Monica Mary Ince Hughes']"
A Positive,author,Kaaron Warren,Who is the author of A Positive?,['Kaaron Warren']
Down,author,Warren Ellis,Who is the author of Down?,"['Warren Ellis', 'Warren Girard Ellis']"
The Middle Years,author,Henry James,Who is the author of The Middle Years?,"['Henry James', 'Henricus James']"
Max,author,Barbro Lindgren,Who is the author of Max?,['Barbro Lindgren']
Serpent Mage,author,Margaret Weis,Who is the author of Serpent Mage?,"['Margaret Weis', 'Susan Lawson', 'Margaret Edith Weis', 'Tracy Hickman', 'Tracy Raye Hickman']"
Room Service,author,Allen Boretz,Who is the author of Room Service?,['Allen Boretz']
Greed,author,Elfriede Jelinek,Who is the author of Greed?,['Elfriede Jelinek']
Berlin,author,David Hare,Who is the author of Berlin?,"['David Hare', 'Sir David Hare']"
What You Make It,author,Michael Marshall Smith,Who is the author of What You Make It?,"['Michael Marshall Smith', 'Michael Marshall', 'Michael Paul Marshall Smith']"
The Escape,author,David Baldacci,Who is the author of The Escape?,['David Baldacci']
Great Short Novels of Adult Fantasy I,author,Lin Carter,Who is the author of Great Short Novels of Adult Fantasy I?,"['Lin Carter', 'Linwood Vrooman Carter', 'Grail Undwin', 'H. P. Lowcraft', 'Linwood Carter']"
LETTERS,author,John Barth,Who is the author of LETTERS?,"['John Barth', 'John Simmons Barth']"
The Holy,author,Daniel Quinn,Who is the author of The Holy?,"['Daniel Quinn', 'Daniel Clarence Quinn']"
On Acting,author,Laurence Olivier,Who is the author of On Acting?,"['Laurence Olivier', 'Baron Olivier of Brighton', 'The Lord Olivier']"
Reality Is What You Can Get Away With,author,Robert Anton Wilson,Who is the author of Reality Is What You Can Get Away With?,"['Robert Anton Wilson', 'Robert Edward Wilson']"
Aspis,author,Menander,Who is the author of Aspis?,"['Menander', 'Menander of Athens']"
The Voice,author,Thomas Hardy,Who is the author of The Voice?,['Thomas Hardy']
HERmione,author,H.D.,Who is the author of HERmione?,"['H.D.', 'Hilda Doolittle-Aldington', 'Hilda Doolittle']"
Follow The Music,author,Jac Holzman,Who is the author of Follow The Music?,"['Jac Holzman', 'Jacob Holzman']"
Bring Me the Head of Prince Charming,author,Robert Sheckley,Who is the author of Bring Me the Head of Prince Charming?,"['Roger Zelazny', 'Roger Joseph Zelazny', 'Roger Joseph Christopher Zelazny', 'Harrison Denmark', 'Robert Sheckley']"
Ug,author,Raymond Briggs,Who is the author of Ug?,"['Raymond Briggs', 'Raymond Redvers Briggs']"
Across Many Mountains,author,Yangzom Brauen,Who is the author of Across Many Mountains?,['Yangzom Brauen']
Web,author,John Wyndham,Who is the author of Web?,"['John Wyndham', 'John Wyndham Parkes Lucas Beynon Harris', 'John Beynon', 'Lucas Parkes']"
Small Changes,author,Hal Clement,Who is the author of Small Changes?,"['Hal Clement', 'Harry Clement Stubbs', 'George Richard', 'Harry C. Stubbs', 'Harry Stubbs']"
Fat,author,Rob Grant,Who is the author of Fat?,"['Rob Grant', 'Robert Grant']"
Out of Order,author,Ray Cooney,Who is the author of Out of Order?,"['Ray Cooney', 'Raymond George Alfred Cooney']"
Alice,author,Judith Hermann,Who is the author of Alice?,['Judith Hermann']
A London Life,author,Henry James,Who is the author of A London Life?,"['Henry James', 'Henricus James']"
The Cat,author,Georges Simenon,Who is the author of The Cat?,"['Georges Simenon', 'Georges Joseph Christian Simenon', 'Simenon']"
Skin,author,Mo Hayder,Who is the author of Skin?,"['Mo Hayder', 'Beatrice Clare Dunkel', 'Clare Damaris Bastin', 'Candy Davis', 'Theo Clare', 'Clare Dunkel']"
The Techniques of Democracy,author,Herbert Croly,Who is the author of The Techniques of Democracy?,"['Herbert Croly', 'Herbert David Croly']"
Hello Sailor,author,Eric Idle,Who is the author of Hello Sailor?,"['Eric Idle', 'Erik Idle', 'Erick Idle']"
The Rain Before It Falls,author,Jonathan Coe,Who is the author of The Rain Before It Falls?,['Jonathan Coe']
Bloodtide,author,Melvin Burgess,Who is the author of Bloodtide?,['Melvin Burgess']
The Wizard in Wonderland,author,Jean Ure,Who is the author of The Wizard in Wonderland?,['Jean Ure']
The Woolgatherer,author,William Mastrosimone,Who is the author of The Woolgatherer?,['William Mastrosimone']
The Storms of Chai,author,Joe Dever,Who is the author of The Storms of Chai?,"['Joe Dever', 'Joseph Robert Dever']"
Alexandria,author,Lindsey Davis,Who is the author of Alexandria?,['Lindsey Davis']
Transcension,author,Damien Broderick,Who is the author of Transcension?,"['Damien Broderick', 'Damien Francis Broderick', 'D. Broderick', 'D Broderick', 'Roger Delaney', 'Edgar Grieve', 'Jack Harding', 'Alan Harlison', 'Philip Jenkins', 'Horace West', 'Iago Yarrick', ""O'Flaherty Gribbles""]"
Fox Evil,author,Minette Walters,Who is the author of Fox Evil?,['Minette Walters']
Ponies,author,Kij Johnson,Who is the author of Ponies?,['Kij Johnson']
Ignition City,author,Warren Ellis,Who is the author of Ignition City?,"['Warren Ellis', 'Warren Girard Ellis']"
Rewind,author,William Sleator,Who is the author of Rewind?,"['William Sleator', 'William Warner Sleator III']"
With Women,author,David Vernon,Who is the author of With Women?,"['David Vernon', 'David Michael Vernon']"
