category,word,question,generated,expected
composer,Gian Carlo Menotti,Who was the composer of Martin's Lie?,Gian Carlo Menotti was the composer of Martin's Lie.,Gian Carlo Menotti
place of birth,Rottweil,In what city was Sigrid D. Peyerimhoff born?,I couldn't find any information on Sigrid D. Peyerimhoff's birthplace.,Rottweil
father,Karl Topia,Who is the father of Niketa Thopia?,I couldn't find any information on Karl Topia or Niketa Thopia.,Karl Topia
genre,rock music,What genre is Time?,"I'm not sure what you are referring to. There are several bands and songs with the name ""Time"". Could you please provide more context or specify which ""Time"" you are referring to?",rock music
father,Roland Asch,Who is the father of Sebastian Asch?,I couldn't find any information about Roland Asch's family.,Roland Asch
producer,Victor Tourjansky,Who was the producer of The Battle?,Victor Tourjansky was the producer of The Battle.,Victor Tourjansky
director,Guy Maddin,Who was the director of Careful?,Guy Maddin was the director of Careful.,Guy Maddin
author,Tim Kring,Who is the author of Shift?,Dale Peck is the author of Shift.,Dale Peck
screenwriter,Zrinko Ogresta,Who was the screenwriter for Washed Out?,"I couldn't find any information on a film called ""Washed Out"" with a screenwriter named Zrinko Ogresta.",Zrinko Ogresta
director,Dirk Shafer,Who was the director of Man of the Year?,"The director of the film ""Man of the Year"" is Barry Levinson.",Dirk Shafer
director,Ma Liwen,Who was the director of You and Me?,I couldn't find any information about a director named Ma Liwen.,Ma Liwen
screenwriter,Binka Zhelyazkova,Who was the screenwriter for The Last Word?,I couldn't find any information on a person named Binka Zhelyazkova.,Binka Zhelyazkova
director,Reha Erdem,Who was the director of Run for Money?,Reha Erdem was the director of Run for Money.,Reha Erdem
occupation,politician,What is Luís Marques Guedes's occupation?,Luís Marques Guedes is a politician.,politician
place of birth,Brooklyn,In what city was Rodger Stevens born?,I'm not aware of any information about a person named Rodger Stevens.,Brooklyn
occupation,composer,What is George Minor's occupation?,I couldn't find any information about a person named George Minor being a well-known composer.,composer
director,Roland West,Who was the director of The Dove?,"I couldn't find any information about a film called ""The Dove"" directed by Roland West.",Roland West
author,Carol Burnett,Who is the author of One More Time?,"I'm not aware of any information about a book called ""One More Time"" written by Carol Burnett.",Carol Burnett
place of birth,Essex,In what city was Bruce Crowder born?,I couldn't find any information on a person named Bruce Crowder.,Essex
director,Cecil Hepworth,Who was the director of Mist in the Valley?,"I couldn't find any information on a film called ""Mist in the Valley"" directed by Cecil Hepworth.",Cecil Hepworth
director,Larry Shaw,Who was the director of Like It Was?,"I couldn't find any information on a person named Larry Shaw being a director of a film or show called ""Like It Was"".",Larry Shaw
place of birth,Bucharest,In what city was Barbu Ștefănescu Delavrancea born?,Barbu Ștefănescu Delavrancea was born in Bucharest.,Bucharest
sport,association football,What sport does Harry Clay play?,I cannot verify what sport Harry Clay plays.,association football
producer,Maurits Binger,Who was the producer of John Heriot's Wife?,I do not have information on the producer of John Heriot's Wife.,Maurits Binger
occupation,impresario,What is Giora Godik's occupation?,I couldn't find any information about Giora Godik's occupation in the provided context.,impresario
place of birth,Ipatovo,In what city was Ivan Khomukha born?,I couldn't find any information on Ivan Khomukha's birthplace.,Ipatovo
genre,jazz,What genre is Motif?,"I couldn't find any information about the term ""Motif"" in the context of jazz. However, in music theory, a motif is a short musical idea or pattern that is repeated and varied throughout a piece.",jazz
sport,association football,What sport does Mike Edwards play?,I don't have enough information to determine which Mike Edwards you are referring to. There are several individuals with that name who play association football.,association football
place of birth,Porto Recanati,In what city was Beniamino Di Giacomo born?,I couldn't find any information on a person named Beniamino Di Giacomo.,Porto Recanati
genre,musical film,What genre is Out of the Blue?,"I'm not sure what you are referring to. There are several films called ""Out of the Blue"".",musical film
sport,association football,What sport does Kwak Hee-ju play?,I couldn't find any information about a person named Kwak Hee-ju.,association football
screenwriter,Jane Birkin,Who was the screenwriter for Boxes?,I do not have information on the screenwriter for Boxes.,Jane Birkin
country,Poland,In what country is Jodłówka gas field?,Poland,Poland
author,Harlan Ellison,Who is the author of The Discarded?,"I am unable to verify who the author of ""The Discarded"" is.",Harlan Ellison
place of birth,Warren,In what city was John Anderson born?,I don't have enough information to determine which John Anderson you are referring to.,Warren
director,John Ford,Who was the director of By Indian Post?,I am unable to verify who directed By Indian Post.,John Ford
composer,Carl Stalling,Who was the composer of Bugs Bunny on Broadway?,"Carl Stalling composed the music for the 1949 cartoon ""Bugs Bunny on Broadway"".",Carl Stalling
screenwriter,Alf Sjöberg,Who was the screenwriter for Iris and the Lieutenant?,I couldn't find any information on the screenwriter for Iris and the Lieutenant.,Alf Sjöberg
father,Henry Ireton,Who is the father of Bridget Bendish?,I couldn't find any information about the father of Bridget Bendish in the provided context.,Henry Ireton
author,Katherine Mansfield,Who is the author of Pictures?,Katherine Mansfield is the author of Pictures.,Katherine Mansfield
genre,pop music,What genre is Lines?,"I'm not sure what you are referring to. Could you provide more context or information about ""Lines"" in the context of pop music?",pop music
genre,pop music,What genre is Marie Bergman?,I couldn't find any information on a well-known artist named Marie Bergman in the context of pop music.,pop music
author,John McGahern,Who is the author of Memoir?,John McGahern is the author of Memoir.,John McGahern
place of birth,Fort Hood,In what city was Blair Bush born?,"I couldn't find any information about a person named Blair Bush. However, I can tell you that Fort Hood is a U.S. Army post located in Killeen, Texas.",Fort Hood
author,Zakhar Prilepin,Who is the author of Sin?,Zakhar Prilepin is the author of Sin.,Zakhar Prilepin
producer,Mack Sennett,Who was the producer of Hoffmeyer's Legacy?,"I am sorry, but I do not have information on who produced Hoffmeyer's Legacy.",Mack Sennett
country,Nepal,"In what country is Laxmipur, Mahakali?",Nepal,Nepal
director,Larry Buchanan,Who was the director of Sam?,I cannot verify who the director of Sam is.,Larry Buchanan
occupation,politician,What is Carlos María Ramírez's occupation?,I am unable to verify Carlos María Ramírez's occupation.,journalist
screenwriter,Tod Browning,Who was the screenwriter for Outside the Law?,"I'm sorry, but I do not have information on the screenwriter for Outside the Law.",Tod Browning
sport,association football,What sport does Ondřej Kušnír play?,Association football.,association football
director,Charles Band,Who was the director of Skull Heads?,"I am sorry, I do not have information on the director of Skull Heads.",Charles Band
genre,marine art,What genre is David Cobb?,I couldn't find any information on a well-known artist named David Cobb in the context of marine art.,marine art
author,Stuart Hill,Who is the author of Blade of Fire?,"I am sorry, I do not have information on the author of the book ""Blade of Fire"".",Stuart Hill
genre,non-fiction,What genre is Winter: Five Windows on the Season?,I couldn't find the answer in the provided context.,non-fiction
author,Robert Newton Peck,Who is the author of Soup?,"Robert Newton Peck is the author of the book ""Soup"".",Robert Newton Peck
director,Claude Berri,Who was the director of The Chicken?,"I am sorry, I do not have information on a film called ""The Chicken"" directed by Claude Berri.",Claude Berri
father,Khair Bakhsh Marri,Who is the father of Ghazan Marri?,"I couldn't find any information about Ghazan Marri in the provided context. However, I found information about Khair Bakhsh Marri.",Khair Bakhsh Marri
occupation,surgeon,What is John Bell's occupation?,"I couldn't find any information about a specific person named John Bell being a surgeon. However, there was a John Bell who was a Scottish surgeon.",surgeon
author,Samuel Beckett,Who is the author of First Love?,"I'm not aware of any information about a work called ""First Love"" by Samuel Beckett.",Samuel Beckett
composer,Yair Rosenblum,Who was the composer of The Band?,"I couldn't find any information on a composer named Yair Rosenblum being associated with the band ""The Band"".",Yair Rosenblum
director,Ringo Lam,Who was the director of The Suspect?,Ringo Lam was the director of The Suspect.,Ringo Lam
country,Brazil,In what country is Christian Democracy?,"I'm not sure what you are referring to. Could you provide more context or clarify what you mean by ""Christian Democracy""?",Brazil
author,Robert Silverberg,Who is the author of Passengers?,Robert Silverberg is the author of Passengers.,Robert Silverberg
place of birth,Clewiston,In what city was Quorey Payne born?,I don't have information on Quorey Payne's birthplace.,Clewiston
author,Orson Scott Card,Who is the author of Keeper of Dreams?,Orson Scott Card is the author of Keeper of Dreams.,Orson Scott Card
screenwriter,Claude Chabrol,Who was the screenwriter for Nada?,Jean-Patrick Manchette was the screenwriter for Nada.,Jean-Patrick Manchette
genre,indie rock,What genre is Spent?,"I couldn't find any information about the song ""Spent"" in the provided context. However, I can tell you that the indie rock band Anberlin has a song called ""Spent (The Fragile Thing)"".",indie rock
composer,Sammy Adams,Who was the composer of Homecoming?,"I couldn't find any information on a song called ""Homecoming"" by Sammy Adams.",Sammy Adams
place of birth,Prague,In what city was Norbert Grund born?,I'm not aware of any information about a person named Norbert Grund.,Prague
director,Chris Kennedy,Who was the director of Glass?,M. Night Shyamalan directed the movie Glass.,Chris Kennedy
director,Margarethe von Trotta,Who was the director of The African Woman?,Margarethe von Trotta was the director of The African Woman.,Margarethe von Trotta
composer,Richard Rodgers,Who was the composer of So Far?,"I'm not aware of any information about a song called ""So Far"" by Richard Rodgers.",Richard Rodgers
director,Charles Chauvel,Who was the director of While There is Still Time?,Charles Chauvel was the director of While There is Time.,Charles Chauvel
author,Rob Grant,Who is the author of Fat?,"I couldn't find any information about the context of ""Fat"" in relation to Rob Grant. However, I found that Rob Grant is a British author, and he co-authored the Red Dwarf series with Doug Naylor.",Rob Grant
occupation,actor,What is Sayaka Ichii's occupation?,I couldn't find any information about Sayaka Ichii.,actor
place of birth,Hobart,In what city was John Keating born?,"I'm not aware of any information about a person named John Keating being born in Hobart. However, I do know that John Keating is a character in the 1989 film Dead Poets Society, played by Robin Williams.",Hobart
mother,Isabelle Montour,Who is the mother of Andrew Montour?,I couldn't find any information on Isabelle Montour being the mother of Andrew Montour.,Isabelle Montour
genre,country music,What genre is All Over Me?,"I couldn't find the song ""All Over Me"" in the provided context. However, I found that ""All Over Me"" is a song by the American country music group, Maren Morris.",country music
occupation,lawyer,"What is Harvey Peltier, Sr.'s occupation?","I cannot verify what Harvey Peltier, Sr.'s occupation is.",lawyer
director,Jan Rybkowski,Who was the director of Gniazdo?,Jan Rybkowski was the director of Gniazdo.,Jan Rybkowski
country,Israel,In what country is One Nation?,"I'm not sure what ""One Nation"" refers to in the context of Israel. Could you provide more information or clarify what you are asking about?",Israel
religion,Shia Islam,What is the religion of Ali Ibn Ibrahim Qomi?,I couldn't find any information about a person named Ali Ibn Ibrahim Qomi.,Shia Islam
producer,Kim Ki-duk,Who was the producer of Amen?,I am unable to verify who the producer of Amen was.,Kim Ki-duk
screenwriter,Arnold Bennett,Who was the screenwriter for The Card?,I couldn't find any information about the screenwriter for The Card in the provided context.,Arnold Bennett
place of birth,Salamanca,In what city was Francisco Maldonado born?,I couldn't find any information on a person named Francisco Maldonado.,Salamanca
occupation,diplomat,What is Modou Dia's occupation?,I couldn't find any information on Modou Dia.,diplomat
author,Molly Parkin,Who is the author of Love All?,"I couldn't find any information about the book ""Love All"" written by Molly Parkin.",Molly Parkin
author,Steponas Darius,Who is the author of Basketbolo žaidimas (krepšiasvydis) ir Lietuvos sporto lygos oficialės basketbolo taisyklės 1926-27 metams?,Steponas Darius.,Steponas Darius
author,Lincoln Child,Who is the author of The Third Gate?,Lincoln Child is the author of The Third Gate.,Lincoln Child
country,Czech Republic,In what country is pero?,"The answer is not directly provided in the context. However, I can tell you that ""pero"" is a Czech word, which is the language spoken in the Czech Republic.",Czech Republic
occupation,actor,What is Rose Beaudet's occupation?,I couldn't find any information on Rose Beaudet.,actor
country,United States of America,In what country is Orefield?,I couldn't find any information about a place called Orefield in the provided context.,United States of America
sport,chess,What sport does Marc Santo-Roman play?,I couldn't find any information about a person named Marc Santo-Roman playing chess.,chess
director,Edwin Carewe,Who was the director of Revenge?,"I couldn't find any information on a film called ""Revenge"" directed by Edwin Carewe.",Edwin Carewe
composer,Aleena Gibson,Who was the composer of Empty Room?,"I couldn't find any information about the song ""Empty Room"" by Aleena Gibson.",Aleena Gibson
country,Romania,In what country is Dragomirna River?,Romania,Romania
country,Romania,In what country is Fântâneaua Rece River?,I couldn't find the answer in the provided context.,Romania
author,Samuel Beckett,Who is the author of Ping?,"I couldn't find any information about a work called ""Ping"" by Samuel Beckett.",Samuel Beckett
place of birth,Wilmington,In what city was Pete Larson born?,I don't have information on a person named Pete Larson.,Wilmington
country,Peru,In what country is Uñón District?,I couldn't find the specific information about Uñón District in the provided context.,Peru
occupation,politician,What is Edward Gunasekara's occupation?,I couldn't find any information on Edward Gunasekara's occupation.,politician
author,Gore Vidal,"Who is the author of Washington, D.C.?",Gore Vidal.,Gore Vidal
author,Ken Wilber,"Who is the author of Sex, Ecology, Spirituality?","Ken Wilber is the author of Sex, Ecology, Spirituality.",Ken Wilber
director,Alf Sjöberg,Who was the director of Iris and the Lieutenant?,Alf Sjöberg was the director of Iris and the Lieutenant.,Alf Sjöberg
sport,chess,What sport does Daniel Harrwitz play?,I couldn't find any information about a person named Daniel Harrwitz in the provided context.,chess
producer,Suzie Templeton,Who was the producer of Dog?,"I couldn't find any information on a person named Suzie Templeton being a producer of a film or show called ""Dog"".",Suzie Templeton
composer,Gian Carlo Menotti,Who was the composer of The Hero?,Gian Carlo Menotti was the composer of The Hero.,Gian Carlo Menotti
place of birth,Vinton,In what city was Bruce Charles Heezen born?,I couldn't find any information on a person named Bruce Charles Heezen.,Vinton
genre,bluegrass music,What genre is Niall Toner?,I couldn't find any information on a well-known artist named Niall Toner in the context of bluegrass music.,bluegrass music
sport,association football,What sport does George Burley play?,I couldn't find any information about a person named George Burley in the context provided.,association football
place of birth,Brou-sur-Chantereine,In what city was Estevan Peléè born?,I couldn't find any information on Estevan Peléè being born in Brou-sur-Chantereine.,Brou-sur-Chantereine
place of birth,Holyoke,In what city was Nelson Vargas born?,I don't have information on a person named Nelson Vargas.,Holyoke
author,Karin Slaughter,Who is the author of Fallen?,"I couldn't find any information about a book called ""Fallen"" written by Karin Slaughter.",Karin Slaughter
director,Derek Kwok,Who was the director of Frozen?,I couldn't find any information about Derek Kwok being the director of Frozen.,Derek Kwok
occupation,composer,What is Stanley Peiris's occupation?,I couldn't find any information on a well-known composer by the name of Stanley Peiris.,composer
author,Lionel Davidson,Who is the author of The Sun Chemist?,Lionel Davidson is the author of The Sun Chemist.,Lionel Davidson
sport,association football,What sport does Nelson Semperena play?,I couldn't find any information on Nelson Semperena.,association football
country,Philippines,In what country is Hernani?,I couldn't find any information about a place named Hernani in the Philippines.,Philippines
producer,Leslie Cheung,Who was the producer of Red?,"I'm not aware of any information about a film called ""Red"" produced by Leslie Cheung. However, I do know that Leslie Cheung was a Hong Kong actor, singer, and director.",Leslie Cheung
screenwriter,Oscar Wilde,Who was the screenwriter for A Woman of No Importance?,"The screenwriter for the 1921 film 'A Woman of No Importance' was Dallas M. Fitzgerald, but the original play was written by Oscar Wilde.",Oscar Wilde
place of birth,Vancouver,In what city was David Holmes Black born?,I couldn't find any information on a person named David Holmes Black.,Vancouver
screenwriter,"Fred Niblo, Jr.",Who was the screenwriter for Nine Lives Are Not Enough?,I do not have information on the screenwriter for Nine Lives Are Not Enough.,"Fred Niblo, Jr."
author,Hal Duncan,Who is the author of Ink?,Hal Duncan is the author of Ink.,Hal Duncan
father,Peter II of Portugal,Who is the father of Infanta Francisca Josefa of Portugal?,I am unable to verify the father of Infanta Francisca Josefa of Portugal.,Peter II of Portugal
country,Germany,In what country is Wiesen?,"I couldn't find any information on a place called ""Wiesen"" in the provided context. However, I can tell you that there are several places called Wiesen in Germany.",Germany
composer,Michael Tippett,Who was the composer of New Year?,"Michael Tippett was the composer of ""New Year"".",Michael Tippett
producer,Wan Laiming,Who was the producer of New Year?,"I am sorry, I do not have information on who the producer of New Year was.",Wan Laiming
genre,punk rock,What genre is Black President?,"I couldn't find any information about a song or album called ""Black President"" in the context of punk rock. However, I found that ""Black President"" is a song by the American punk rock band Bad Brains.",punk rock
author,Frederic Louis Norden,Who is the author of Voyage d'Egypte et de Nubie?,Frederic Louis Norden is the author of Voyage d'Egypte et de Nubie.,Frederic Louis Norden
author,Poul Anderson,Who is the author of Question and Answer?,"I couldn't find any information about a book called ""Question and Answer"" by Poul Anderson.",Poul Anderson
sport,rugby union,What sport does Bennie Osler play?,I couldn't find any information on a person named Bennie Osler in the context of rugby union.,rugby union
screenwriter,Clara Beranger,Who was the screenwriter for Exit the Vamp?,"I am sorry, but I do not have information on the screenwriter for Exit the Vamp.",Clara Beranger
place of birth,Makassar,In what city was Amir Syamsuddin born?,I do not have information on the birthplace of Amir Syamsuddin.,Makassar
country,Iran,In what country is Landeh?,Iran,Iran
composer,Willie Reale,Who was the composer of Patience?,"I couldn't find any information on a well-known work called ""Patience"" by Willie Reale.",Willie Reale
sport,association football,What sport does Derby Carrillo play?,I don't have information about a person named Derby Carrillo.,association football
author,Djedefhor,Who is the author of Instruction of Hardjedef?,The author of the Instruction of Hardjedef is Djedefhor.,Djedefhor
composer,Claude Debussy,Who was the composer of Piano Trio?,I couldn't find any information about a famous Piano Trio by Claude Debussy.,Claude Debussy
country,United States of America,In what country is Rome?,Italy.,United States of America
genre,documentary film,What genre is Children Without?,"I cannot verify the genre of the documentary film ""Children Without"".",documentary film
author,Taichi Yamada,Who is the author of Strangers?,I cannot verify who the author of Strangers is based on the provided context.,Taichi Yamada
sport,association football,What sport does Nobuhiro Ishizaki play?,I couldn't find any information about a person named Nobuhiro Ishizaki playing association football.,association football
author,Edward Abbey,Who is the author of Good News?,"Edward Abbey is the author of ""Good News"".",Edward Abbey
genre,pornographic film,What genre is World of Men?,I can't help with that request.,pornographic film
genre,history painting,What genre is Arthur William Devis?,Arthur William Devis was a history painter.,history painting
sport,association football,What sport does Chaker Zouagi play?,I couldn't find any information on Chaker Zouagi.,association football
genre,country music,What genre is Let It Be You?,"I couldn't find any information about a song called ""Let It Be You"" in the provided context. However, I can tell you that the song ""Let It Be"" is a famous song by the Beatles, and it's not typically classified as country music.",country music
author,Janet Morris,Who is the author of Trust Territory?,"I couldn't find any information on the author of ""Trust Territory"" in the provided context.",Janet Morris
composer,Eddie Vedder,Who was the composer of Porch?,"Eddie Vedder composed the song ""Porch"".",Eddie Vedder
producer,Carlos Santana,Who was the producer of Today?,"I'm not aware of any information about a song or album called ""Today"" by Carlos Santana.",Carlos Santana
director,Christine Edzard,Who was the director of The Fool?,Christine Edzard was the director of The Fool.,Christine Edzard
genre,horror literature,What genre is Something Near?,"I'm not aware of a specific work called ""Something Near"" in the fantasy genre. However, I can try to help you if you provide more context or information about ""Something Near"".",fantasy
genre,pop music,What genre is Plus?,"I'm not sure what you are referring to with ""Plus"". There are several artists and bands with the name ""Plus"". Can you provide more context or information about the ""Plus"" you are referring to?",pop music
author,Joseph McElroy,Who is the author of Plus?,Joseph McElroy is the author of Plus.,Joseph McElroy
occupation,mathematician,What is Pierre Pansu's occupation?,Pierre Pansu is a mathematician.,mathematician
producer,Yann Tiersen,Who was the producer of Skyline?,I cannot verify who produced the movie Skyline.,Yann Tiersen
director,Boris Barnet,Who was the director of The Patriots?,Boris Barnet was the director of The Patriots.,Boris Barnet
sport,association football,What sport does Saša Janić play?,I couldn't find any information about Saša Janić in the provided context.,association football
place of birth,Ypres,In what city was Aloïs Boudry born?,I couldn't find any information on Aloïs Boudry.,Ypres
author,Ted Dekker,Who is the author of Adam?,Ted Dekker is the author of Adam.,Ted Dekker
author,Clive Cussler,Who is the author of The Storm?,Clive Cussler is the author of The Storm.,Clive Cussler
sport,association football,What sport does Billy Dennehy play?,I couldn't find any information about a person named Billy Dennehy in the context of association football.,association football
producer,Anupam Sinha,Who was the producer of Airport?,"I'm not getting any information about the producer of Airport in the given context. However, I can tell you that Anubhav Sinha is a film director and screenwriter.",Anubhav Sinha
genre,documentary film,What genre is A Place to Live?,"I'm not aware of the specific details of the documentary film ""A Place to Live."" However, I can tell you that the documentary film ""A Place to Live"" is a 1971 Swedish documentary film directed by Colin Naylor.",documentary film
genre,science fiction,What genre is In the Mouth of the Whale?,"I couldn't find any information on a science fiction book called ""In the Mouth of the Whale"".",science fiction
sport,association football,What sport does Patrick Edema play?,I don't have information on Patrick Edema.,association football
director,Peter Horton,Who was the director of Pilot?,"I'm sorry, I do not have information on who directed the Pilot of Peter Horton.",Peter Horton
author,Mike Costa,Who is the author of Resistance?,"I'm not aware of any information about the author of ""Resistance"" in the given context.",Mike Costa
occupation,actor,What is Naathan Phan's occupation?,Naathan Phan is an actor.,actor
composer,Mani Sharma,Who was the composer of That Is Pandu?,Mani Sharma was the composer of That Is Pandu.,Mani Sharma
screenwriter,Philip Merivale,Who was the screenwriter for All In?,"I couldn't find any information on a screenwriter named Philip Merivale for the movie ""All In"".",Philip Merivale
occupation,politician,What is Mohd Sharkar Shamsudin's occupation?,Mohd Sharkar Shamsudin is a Malaysian politician.,politician
composer,Alex Callier,Who was the composer of Shades?,"I couldn't find any information on the composer of ""Shades"" related to Alex Callier.",Alex Callier
place of birth,Berdychiv,In what city was Serhiy Zayets born?,I couldn't find any information on Serhiy Zayets.,Berdychiv
sport,figure skating,What sport does Jennifer Robinson play?,I couldn't find any information about a figure skater named Jennifer Robinson.,figure skating
director,Allan Dwan,Who was the director of The Lie?,Allan Dwan was the director of The Lie.,Allan Dwan
producer,Andy Lau,Who was the producer of Brothers?,"I'm not aware of the specific information about the movie ""Brothers"" and its producer. However, I can tell you that Andy Lau is a Hong Kong actor.",Andy Lau
author,Gordon Korman,Who is the author of Born to Rock?,"I am unable to verify the author of ""Born to Rock"".",Gordon Korman
director,Vittorio De Sica,Who was the director of The Roof?,"I am sorry, but I do not have information on a film called ""The Roof"" directed by Vittorio De Sica.",Vittorio De Sica
director,Norman Stone,Who was the director of The Vision?,"I'm sorry, I do not have information on who directed The Vision.",Norman Stone
author,David Williamson,Who is the author of Operator?,David Williamson is the author of Operator.,David Williamson
sport,association football,What sport does E Sour El Ghozlane play?,Association football.,association football
country,United States of America,In what country is Rockcastle River?,"I couldn't find any information on a river named ""Rockcastle River"" in the provided context.",United States of America
screenwriter,Metin Erksan,Who was the screenwriter for Time to Love?,I do not have information on the screenwriter for Time to Love.,Metin Erksan
genre,docudrama,What genre is The Mark Waters Story?,"I cannot verify the genre of ""The Mark Waters Story"".",docudrama
genre,horror film,What genre is Evil?,Horror,horror film
religion,Catholic Church,What is the religion of Manuel Aurelio Cruz?,Manuel Aurelio Cruz is a Catholic bishop.,Catholic Church
genre,J-pop,What genre is Wake Up?,"I couldn't find any information about a song called ""Wake Up"" in the provided context. However, I can tell you that the Japanese pop group Arashi has a song called ""Wake Up""",J-pop
father,"John Albert I, Duke of Mecklenburg","Who is the father of Johann VII, Duke of Mecklenburg?","John Albert I, Duke of Mecklenburg is the father of Johann VII, Duke of Mecklenburg.","John Albert I, Duke of Mecklenburg"
author,Toby Litt,Who is the author of Hospital?,Toby Litt is the author of Hospital.,Toby Litt
director,Frans Weisz,Who was the director of Charlotte?,"I couldn't find any information on a film called ""Charlotte"" directed by Frans Weisz.",Frans Weisz
producer,Nuclear Threat Initiative,Who was the producer of Nuclear Tipping Point?,I do not have information on the producer of Nuclear Tipping Point.,Nuclear Threat Initiative
genre,detective fiction,What genre is Before Midnight?,"I couldn't find any information about a detective fiction work called ""Before Midnight"". However, I found that ""Before Midnight"" is a 2013 American romantic drama film directed by Richard Linklater, and it is the third installment in the Before trilogy, following ""Before Sunrise"" (1995) and ""Before Sunset",detective fiction
composer,Jean-Baptiste Lully,Who was the composer of Psyché?,Jean-Baptiste Lully composed Psyché.,Jean-Baptiste Lully
director,Bryan Foy,Who was the director of The Gorilla?,Bryan Foy was the director of The Gorilla.,Bryan Foy
author,Nick Dear,Who is the author of Power?,"I'm not aware of any information about a person named Nick Dear being the author of a book called ""Power"".",Nick Dear
director,Lyudmil Kirkov,Who was the director of Balance?,I couldn't find any information on a person named Lyudmil Kirkov or a film called Balance.,Lyudmil Kirkov
screenwriter,Crane Wilbur,Who was the screenwriter for Yellow Cargo?,I couldn't find any information on a person named Crane Wilbur being associated with the screenwriter for Yellow Cargo.,Crane Wilbur
director,Phillip Noyce,Who was the director of Trust?,"I'm not aware of any information about a film called ""Trust"" directed by Phillip Noyce.",Phillip Noyce
screenwriter,Bathsheba Doran,Who was the screenwriter for Opening Night?,Bathsheba Doran was the screenwriter for the film Opening Night.,Bathsheba Doran
place of birth,Copenhagen,In what city was Kristian Outinen born?,I couldn't find any information about a person named Kristian Outinen in the provided context.,Copenhagen
director,Joseph Kane,Who was the director of Song of Nevada?,"I am sorry, but I do not have information on who directed the movie ""Song of Nevada"".",Joseph Kane
genre,symphonic metal,What genre is The Carpenter?,"I couldn't find any information about a well-known band called ""The Carpenter"" in the context of symphonic metal.",symphonic metal
screenwriter,Philip Dunne,Who was the screenwriter for Escape?,I am unable to verify who the screenwriter for Escape was.,Philip Dunne
country,Iran,In what country is Khvajeh Soheyl?,Iran,Iran
father,Stig Claesson,Who is the father of Leif Claesson?,I do not have information on who the father of Leif Claesson is.,Stig Claesson
country,Japan,In what country is Shintotsukawa?,Japan,Japan
producer,Darrell Wasyk,Who was the producer of H?,I couldn't find any information on a person named Darrell Wasyk being a producer of a well-known film or show.,Darrell Wasyk
composer,David Guetta,Who was the composer of One Love?,"I couldn't find any information about a song called ""One Love"" by David Guetta.",David Guetta
screenwriter,Clyde Fitch,Who was the screenwriter for The City?,"I couldn't find any information on a screenwriter for ""The City"" related to Clyde Fitch.",Clyde Fitch
sport,baseball,What sport does First division play?,"In baseball, the First Division is not a specific team or league, but rather a classification or level of competition. However, I can provide some information.

In the United States, the top level of professional baseball is Major League Baseball (MLB), which is divided into two leagues: the American League (AL) and",baseball
genre,documentary film,What genre is The Cross?,"I'm not sure what ""The Cross"" is, could you provide more context or information about the documentary film ""The Cross"" you are referring to?",documentary film
screenwriter,Robert Enrico,Who was the screenwriter for The Secret?,I am unable to verify who the screenwriter for The Secret was.,Robert Enrico
place of birth,New Orleans,In what city was Rolland Golden born?,I couldn't find any information on a person named Rolland Golden.,New Orleans
author,Lyn Gardner,Who is the author of Into the Woods?,"I'm not aware of any information about a person named Lyn Gardner being the author of Into the Woods. However, I do know that Into the Woods is a musical written by Stephen Sondheim and James Lapine.",Lyn Gardner
director,Lawrence Trilling,Who was the director of No Good Deed?,"I couldn't find any information about a film called ""No Good Deed"" directed by Lawrence Trilling.",Lawrence Trilling
genre,documentary film,What genre is The Promoter?,"I'm not aware of the specific details of the documentary film ""The Promoter"". However, I can suggest that you might be referring to the 2008 documentary film ""The Promoter"" directed by Ari Sandel. If that's the case, the genre of the film is a documentary.",documentary film
place of birth,Houston,In what city was Doug Gwosdz born?,I couldn't find any information on a person named Doug Gwosdz.,Houston
genre,power pop,What genre is Hotel?,"I couldn't find any information about a song or album called ""Hotel"" in the context of power pop. However, there is a song called ""Hotel"" by the band Scorpions, but it is not typically classified as power pop.",power pop
director,Alfredo Giannetti,Who was the director of Il bandito dagli occhi azzurri?,"I couldn't find any information about the director of the movie ""Il bandito dagli occhi azzurri"".",Alfredo Giannetti
sport,association football,What sport does Ernő Noskó play?,I couldn't find any information about the sport Ernő Noskó plays.,association football
sport,cross-country skiing,What sport does Hermann Gadner play?,I couldn't find any information about a person named Hermann Gadner in the provided context.,cross-country skiing
director,Manning Haynes,Who was the director of Those Who Love?,I couldn't find any information on a director named Manning Haynes.,Manning Haynes
place of birth,Statesville,In what city was Pete Stewart born?,I don't have information on a person named Pete Stewart.,Statesville
place of birth,Denmark,In what city was Indians born?,"I'm not aware of any information about a person named Indians being born in Denmark. However, I do know that Søren Kierkegaard, a famous Danish philosopher, was born in Copenhagen, Denmark.",Denmark
author,Isaac Asimov,Who is the author of The Deep?,"I couldn't find any information about a book called ""The Deep"" written by Isaac Asimov.",Isaac Asimov
director,Gleb Panfilov,Who was the director of The Beginning?,The director of The Beginning is Alexander Kott.,Gleb Panfilov
producer,Basil Wright,Who was the producer of The Harvest Shall Come?,"I am sorry, I do not have information on Basil Wright's film ""The Harvest Shall Come"".",Basil Wright
screenwriter,Heddy Honigmann,Who was the screenwriter for Goodbye?,"I couldn't find any information on a film called ""Goodbye"" by Heddy Honigmann.",Heddy Honigmann
